Collection Period,"Department/
Agency Name",Agency Short Name,Project ID,Project Title,Government Domain,ICT Project Category,Description,Stage,Benefit Category  ( Benefit Type),Date of Closure/ Postponement,PM Methodologies,Initiation Start Date,Planned Initiation End Date,Revised Initiation End Date,Business Case Approval Date,Planned Initiation Cost,Revised initiation Cost,Planned Delivery Start Date,Revised Delivery Start Date,Planned Delivery End Date,Revised Delivery End Date,Planned Delivery Cost,Revised Delivery Cost,Q1 21-22,Q2 21-22,Q3 21-22,Q4 21-22,Q1 22-23 (Current),Reporting  Comments
Q1 22-23,Department of Transport,DOT,3318,Automatic Vehicle Monitoring Sustainment (AVMS),Transport and Vehicles,Systems Management,Address key short-term challenges affecting Melbourne�s tram network through targeted initiatives to sustain the AVM system in the short-term while the Department continues to develop options for a future Tram Monitoring and Control (TMC) system.,Initiated,,,PTV Investment Lifecycle,01-07-21,29-04-22,31-01-23,,"$1,785,000",$0,,,,,,,,,,,,Project initiation and procurement activities are ongoing.
Q1 22-23,Fire Rescue Victoria,FRV,3320,Response Monitoring and Move-Up Monitoring,Emergencies and Safety,Business Intelligence,"� Improve emergency response benchmarks, predicative deployment analysis and aid decision making to improve operational response utilising historical response data.
� Efficient resource planning and use based on real time data to inform operation",Delivery,"Customer Satisfaction (Non Financial), Efficiency/Productivity (Non Financial), Risk Reduction (Non Financial)",,FRV PMF,01-06-21,01-10-21,,01-10-21,$1,$0,01-12-21,,30-06-23,,"$3,000,000",,,Amber,Amber,Amber,Amber,"The project has reported Amber due to a data dependency from another agency. Approval to decouple the projects, with Response Monitoring due to be delivered by 30 June 2023. The tender is planned for release this quarter."
Q1 22-23,Fire Rescue Victoria,FRV,3325,HRIS,Emergencies and Safety,Human Resources,"HRIS Project is in the initiation stage, with the primary focus this year to address foundation data issues, collaborate with the Rostering and Shift Change project and build a business case for approval. Scope includes Payroll and HR",Initiated,,,FRV Project Management Framework (PMF),10-12-21,30-06-22,31-01-23,,$0,"$2,853,060",,,,,,,,,,,,The project is tracking well against scope budget and schedule.
Q1 22-23,Fire Rescue Victoria,FRV,3326,Desktop Replacement,Emergencies and Safety,Assets/Materials Management,Replacement of aging workplace computing devices in excess of 4 years old.,Delivery,"Cost Reduction (Financial), Efficiency/Productivity (Non Financial)",,FRV Project Management Framework (PMF),01-07-21,10-11-21,,10-11-21,$0,,11-11-21,,30-06-24,,"$2,520,000",,,Green,Green,Green,Green,"The project is tracking well against scope, budget and schedule."
Q1 22-23,Office of the Special Investigator,OSI,3327,Digital Forensic Investigation platform,Law and Justice,Document Management,"A digital forensic investigation platform operating a range of forensic evidence processing, analysis and investigation tools will be established and used to provide secure management and use of data obtained by the Office of the Special Investigator",Delivery,"Efficiency/Productivity (Non Financial), Risk Reduction (Non Financial)",,Agile,15-09-21,17-12-21,,17-12-21,$0,,23-12-21,,30-06-23,,"$3,254,990",,,Green,Green,Green,Green,The project is currently in an operation stage. Possibility for an expansion of user licences and functionality in early stages of consideration.
Q1 22-23,Transport Accident Commission,TAC,3329,Financial Management & Procurement System,Transport and Vehicles,Financial Management,"The project will replace the existing Finance and Procurement management systems in order to ensure compliance requirements are met, mitigate the risk of fraud and corruption and move processes towards industry practice.",Delivery,"Compliance (Non Financial), Efficiency/Productivity (Non Financial), Increased Quality (Non Financial), Risk Reduction (Non Financial), Workforce Satisfaction (Non Financial)",,Hybrid - PRINCE2 and Agile (incl PRINCE2 Agile method),19-10-20,16-12-21,,16-12-21,"$270,115",,16-12-21,16-12-21,06-02-23,,"$2,412,927",,,Green,Green,Green,Amber,Resources constraints within the vendor team has delayed the completion of the Design phase & the delivery of the Build Cost estimate & the Implementation plan thereby impacting the preferred Implementation date.
Q1 22-23,Transport Accident Commission,TAC,3330,ConTACt,Transport and Vehicles,Communication,"The project will deliver an upgrade to the core configuration of the IVR to improve the way we use the phone channel to communicate with our clients & providers.  It will provide staff with the right tool to perform their role, ensuring consistency.",Delivery,"Customer Satisfaction (Non Financial), Efficiency/Productivity (Non Financial), Reputation (Non Financial)",,Waterfall,20-05-21,21-10-21,,21-10-21,"$509,322",,21-10-21,,30-04-22,31-10-22,"$1,468,774","$1,721,359",,Green,Amber,Green,Green,On Track.
Q1 22-23,Department of Health,DH,3333,Central Immunisation Records Victoria (CIRV),Health,Management of Process,"To deliver a state of the art, centralised, long-term strategic solution to replace end of life legacy local immunisation system (ImPS) in use by over 70 councils and 3 health services enabling more seamless delivery of immunisation services.",Delivery,"Compliance (Non Financial), Reputation (Non Financial), Risk Reduction (Non Financial)",,Hybrid - PRINCE2 and Agile (incl PRINCE2 Agile method),01-10-21,30-11-21,,30-11-21,$0,,01-01-22,,31-12-22,30-06-23,"$17,000,000",,,,Amber,Green,Green,Project is progressing to cost and revised schedule.
Q1 22-23,South West Alliance of Rural Health,SWARH,3334,SWARH Electronic Health Record  Upgrade,Health,"Customer Relationship Management,Data Management,Development and Integration ,Management of Process ,Records Management ,Systems Management,Tracking and Workflow","Major upgrade to the Electronic Health Record (EHR) solution that supports 11 health services across South West Victoria. The project will improve clinician and patient user experience, focusing on quality and safety of patient care.",Delivery,"Compliance (Non Financial), Efficiency/Productivity (Non Financial)",,PRINCE2,16-10-19,31-03-22,31-08-22,01-09-22,"$180,000","$300,000",05-09-22,,30-06-25,,"$23,495,000",,,,,,Green,Project in design phase and working through detailed project planning
Q1 22-23,William Angliss Institute of TAFE,WA TAFE,3335,Core Infrastructure Refresh,Education,Systems Management,To replace 5+ year old core infrastructure for Production Backup and Disaster Recovery. This include production servers backup platforms and storage,Initiated,,,Waterfall,01-11-21,28-02-22,30-11-22,,"$30,000",,,,,,,,,,,,,A decision has been made on the future roadmap for Core Infrastructure. A backup platform has been proposed and the on-prem production environment will be renewed before mid 2023.  The total project budget is not anticipated to exceed $1 million in total anymore. The project will not meet the reporting threshold in Q2 2022/23
Q1 22-23,"Department of Families, Fairness and Housing",DFFH,3337,Service Agreement Management System (SAMS2) Reporting Solution,Community Services,Business Intelligence,"Project will replace the existing reporting solution with a fit for purpose, cloud based and scalable solution for SAMS2 data including a purpose built data mart that will enable end users to self serve reports.",Delivery,"Efficiency/Productivity (Non Financial), Increased Quality (Non Financial), Risk Reduction (Non Financial)",,Agile,22-03-21,16-09-21,,16-09-21,$0,,01-11-21,,31-12-22,30-12-22,"$1,412,500","$1,526,500",,Green,Green,Amber,Amber,Project is progressing but is reporting an Amber status pending resolution of a system design issue which is impacting schedule.
Q1 22-23,Melbourne Water,MELB Water,3338,Electronic Content Management Phase 1,Environment and Water,Content Management,This project will upgrade Melbourne Waters current document storage repositories and migrate to a new Electronic Document and Records Management System (EDRMS),Initiated,,,PMBoK,08-10-21,22-09-22,,,$0,,,,,,,,,,,,,"IT Portfolio Prioritisation approved this project to progress in FY 22/23. Slow network drive scanning throughput, a proposed alternative approach has been recommended, currently assessing the option. Additional requirement was included to conduct options/risks/costs analysis to determine if remedial action is required on document management system in parallel to delivering this project."
Q1 22-23,Melbourne Water,MELB Water,3339,Network Hardware Refresh 21/22,Environment and Water,Security Management,Melbourne Water is ensuring continued investment�in�our IT network through ongoing refresh of IT Hardware as it approaches end of life rather than extending support  reducing risk of unplanned network outages. Priority 1 & 2 devices.,Delivery,"Cost Reduction (Financial), Risk Reduction (Non Financial)",,PMBoK,29-10-21,31-01-22,29-04-22,26-05-22,$0,,26-05-22,,31-10-22,,"$1,991,048","$2,395,691",,,,Red,Green,"Project to submit a CR to include additional scope and funding from IT Prioritisation review.  Schedule and forecasts currenting being refined and will be completed by November.
Ongoing hardware replacement activities. Current round 44 devices upgraded 26 ready for deployment and 36 pending. Options to be presented for router replacements and working through technical limitations. Fail over testing planned for October."
Q1 22-23,Austin Health,AH,3341,EMR Documentation and Infusions Project,Health,"Communication,Document Management ,Forms Management,Tracking and Workflow","The project will implement electronic clinical documentation and the administration of fluid medication and nutrition infusions, reducing the risks associated with paper-based document management and improving patient safety.",Delivery,"Increased Quality (Non Financial), Risk Reduction (Non Financial)",,Waterfall,04-10-21,02-11-21,,08-11-21,$0,,24-01-22,,24-01-24,,"$5,381,664",,,,Green,Green,Green,"Build and testing activities continuing
All scheduled activities on track"
Q1 22-23,Department of Health,DH,3342,OurService Phase 3,Health,Tracking and Workflow,Build on existing Service Management Platform to further uplift and modernise the department�s Corporate Service functions delivering a consistent enterprise service management experience for DH & DFFH staff and external agencies who use OurService.,Delivery,"Customer Satisfaction (Non Financial), Efficiency/Productivity (Non Financial)",,Agile,01-07-21,20-07-21,,20-07-21,$0,,02-08-21,,31-07-22,28-10-22,"$2,400,000","$2,500,000",,Green,Green,Green,Green,Project is progressing to revised schedule and cost.
Q1 22-23,"Department of Families, Fairness and Housing",DFFH,3343,Housing Integrated Information Program (HiiP) Windows Server Upgrade,Community Services,Systems Management,The project will upgrade outdated application servers to the supported 2019 version which will mitigate risk and enable for future transitioning  to the cloud.,Delivery,"Efficiency/Productivity (Non Financial), Risk Reduction (Non Financial)",,Hybrid - PRINCE2 and Agile (incl PRINCE2 Agile method),08-06-21,01-12-21,,01-12-21,$0,,01-12-21,,30-06-22,31-10-22,"$2,225,000","$2,474,144",,Green,Amber,Amber,Green,Project is progressing to revised cost and schedule.
Q1 22-23,"Department of Families, Fairness and Housing",DFFH,3344,Property Acquisition and Sales and Lease-In Management Systems Replacement,Property and Planning,Systems Management,"Replace existing systems, used to manage property acquisitions and sales and lease acquisitions, to a fit for purpose solution that will meet the increased demands on property acquisitions to support Homes Victoria initiatives.",Initiated,,,Hybrid - PRINCE2 and Agile (incl PRINCE2 Agile method),16-12-20,31-05-21,,,$1,,,,,,,,,,,,,Procurement activities are being finalised.  Design workshops progressing in addition to procurement activities.
Q1 22-23,State Revenue Office,SRO,3345,Mental Health and Wellbeing Surcharge,Government and Economy,Development and Integration,The Mental Health and Wellbeing Surcharge was announced in the May 2021 budget to support mental health initiatives. It is payable from 1 January 2022 by larger employers and groups with wages over certain thresholds.,Delivery,Increased Revenue (Financial),,Agile,31-08-21,31-08-21,,31-08-21,$0,,31-08-21,,31-12-22,,"$3,668,000",,,Green,Green,Green,Green,"The changes to the payroll tax monthly and annual reconciliation milestones were successfully completed.  The customer-facing payroll tax portal caters for the mental health and wellbeing surcharge.    In addition, this first quarter saw implementation of a number of measures to facilitate administration, such as   reporting solutions and operational improvements.  Next quarter will see further refinement of the reporting solution and closing out of the project."
Q1 22-23,Bendigo Kangan Institute of TAFE,BKI TAFE,3348,Business Intelligence and Enterprise Reporting,Education,Business Intelligence,"This project will establish the Enterprise Data Foundation to enable implementation of the Business Intelligence capability. Business Intelligence will provide key insights and visualisations, to enable improvements toward financial sustainability.",Delivery,"Efficiency/Productivity (Non Financial), Increased Quality (Non Financial), Increased Revenue (Financial), Risk Reduction (Non Financial)",,Hybrid - PRINCE2 and Agile (incl PRINCE2 Agile method),11-09-21,29-10-21,,29-10-21,$0,,29-10-21,,31-08-22,30-11-22,"$1,032,346",,,Green,Green,Green,Green,"Overall Status is green project is tracking to plan. Two enterprise BI dashboards, Board and Corporate Scorecards, have been implemented leveraging the BI platform. A change request was approved to allow Change Management activities and the roll out of  these dashboards to the users by end of November."
Q1 22-23,Bendigo Kangan Institute of TAFE,BKI TAFE,3350,Wide Area Network (WAN),Education,"Communication,Systems Management","This project will replace the current outdated Wide Area Network (WAN) with a transformational uplift in capacity resilience and security, providing upgraded, cost efficient connectivity for the next 5+ years.",Delivery,"Customer Satisfaction (Non Financial), Risk Reduction (Non Financial)",,Hybrid - PRINCE2 and Agile (incl PRINCE2 Agile method),30-07-21,16-12-21,,16-12-21,"$40,700",,16-12-21,,30-09-22,,"$1,602,284",,,Green,Green,Green,Amber,The project is on track to deliver fully against the scope and on budget but although 95% complete will now be delivered approximately 4 weeks late because of two fibre build delays
Q1 22-23,Bendigo Kangan Institute of TAFE,BKI TAFE,3351,Website Redevelopment,Education,Systems Management,Rebuild and launch Kangan Institute and Bendigo TAFE externally facing websites with focus on customer acquisition.,Closed - Completed,"Customer Satisfaction (Non Financial), Efficiency/Productivity (Non Financial), Increased Revenue (Financial)",28-07-22,Hybrid - PRINCE2 and Agile (incl PRINCE2 Agile method),25-05-21,16-12-21,,16-12-21,"$56,350",,16-12-21,,31-07-22,,"$978,751","$1,022,313",,Green,Green,Green,Green,Project is tracking green in overall scope. Website went live on 18 July 2022 and project is now complete
Q1 22-23,Environment Protection Authority,EPA,3353,Waste Tracker Enhancement project,Environment and Water,"Tracking and Workflow,Business Intelligence,Data Management",Waste Tracker replaced the Waste Transport Certificate system in July 2021.  This project is enhancing the functionality and usability of the existing Waste Tracker system.,Delivery,"Compliance (Non Financial), Cost Reduction (Financial), Increased Quality (Non Financial)",,Agile,17-12-21,01-02-22,,03-02-22,"$50,000",,07-02-22,,31-07-22,31-03-23,"$2,133,255","$2,233,255",,,Green,Red,Amber,"First set of enhancements to Waste Tracker were successfully deployed.
Amber status due to a change in how the project is being managed.
The new approach to the project is in final planning stages and is expected to managed internally by experienced staff with the relevant skills and expertise. This has been recommended to minimise risks and costs. Once approved the schedule will be rebaselined and the project will return to Green."
Q1 22-23,Victorian Building Authority,VBA,3357,Online interactive forms for builder registrations,Property and Planning,Customer Relationship Management,"This proposal will create online interactive forms with a simple online payment function, making the application process faster and easier for builders.",Delivery,"Customer Satisfaction (Non Financial), Efficiency/Productivity (Non Financial), Increased Quality (Non Financial)",,Hybrid - PRINCE2 and Agile (incl PRINCE2 Agile method),03-01-22,31-01-22,,31-01-22,$0,,31-01-22,,31-01-23,26-05-23,"$1,700,000",,,,Green,Green,Green,The project is continuing as per plan
Q1 22-23,Victoria Police,VicPol,3358,Electronic Document and Records Management System,Law and Justice,Document Management,The overall objective of the project is to implement a fully integrated enterprise wide Electronic Document and Records Management Solution and an Enterprise Service Management platform.,Delivery,"Compliance (Non Financial), Cost Reduction (Financial), Efficiency/Productivity (Non Financial)",,PRINCE2,15-10-20,24-11-20,,24-11-20,$0,,25-11-20,01-04-22,31-12-24,31-03-25,"$8,559,000","$9,059,000",,,Green,Amber,Amber,The EDRMS project is rated Amber due to ongoing resourcing delays and risks regarding budget and procurement schedule. Recruitment of the core project team has been delayed due to a shortage of skilled resources and this has ultimately impacted procurement planning requirements gathering and consultation.
Q1 22-23,Victoria Police,VicPol,3359,Finance Systems Program (Oracle Cloud),Law and Justice,Investment Management,"Technology enablement of Finance and Procurement, including the implementation of Oracle Cloud.",Delivery,"Cost Reduction (Financial), Efficiency/Productivity (Non Financial)",,PRINCE2,15-10-20,24-11-20,,24-11-20,$0,,25-11-21,,30-06-25,,"$32,453,000",,,,Amber,Amber,Green,"The Finance System Program (FSP) comprises four streams of work:

1. Oracle Cloud Finance Implementation
2. Invoice Automation Solution (IAS) 
3. Contingent Workforce Management (CWM) 
4. Contract Compliance (CC)

The major issue facing the FSP was funding to commence implementation of Oracle Cloud Finance.  With the approval of funding in September 2022, the overall status of the program has moved to �Green�.  The Oracle Cloud Finance workstream is now underway and the key focus is procurement of an Implementation Partner.  The remaining workstreams are proceeding as planned and are in various stages of implementation."
Q1 22-23,Victoria Police,VicPol,3360,Enterprise Rostering,Law and Justice,Human Capital / Workforce Management,Establishment of a single enterprise wide fit for purpose rostering and timesheet solution for Victoria Police.  The solution will support rostering and timesheet management across all sworn and VPS staff and will be on approved mobile devices.,Delivery,"Customer Satisfaction (Non Financial), Efficiency/Productivity (Non Financial), Increased Quality (Non Financial), Workforce Satisfaction (Non Financial)",,PRINCE2,15-10-20,24-11-20,,24-11-20,$0,,25-11-20,25-11-21,31-12-24,30-09-25,"$21,490,000","$27,438,000",,,Green,Amber,Amber,"The Enterprise Rostering project is rated AMBER due to ongoing resourcing delays and risks regarding budget and procurement schedule.  Recruitment has continued to be delayed due to a shortage in the market of suitably qualified resources.  This has impacted on the schedule, procurement and planning of the project."
Q1 22-23,WorkSafe Victoria,WorkSafe,3361,ACCS Arbitration Neo Module,Government and Economy,Customer Relationship Management,"A new arbitration function will allow ACCS to make binding determinations for worker's compensation disputes not resolved through the existing conciliation process. The model provides a low-cost, timely and effective alternative to the court process.",Initiated,,,Hybrid - PRINCE2 and Agile (incl PRINCE2 Agile method),17-01-22,14-04-22,31-12-22,,$0,"$998,958",,,,,,,,,,,,"With completion of the Replanning activities, the project is to go out to market to secure a vendor to implement the NEO Arbitration solution. The go to market activity is expected to be completed by the end of the current calendar year with the preferred vendor selected and commencement of the implementation activities early in the new year. The schedule and cost impact are to be confirmed following completion of the go to market activity."
Q1 22-23,Fire Rescue Victoria,FRV,3363,Network & System Monitoring,Emergencies and Safety,Assets/Materials Management,"Investigate, select and implement an appropriate system to monitor and provide failure and exception altering of FRV's ICT environment",Delivery,Efficiency/Productivity (Non Financial),,FRV Project Management Framework (PMF),11-08-15,10-11-15,,10-11-15,$0,,14-02-22,,30-06-23,,"$2,093,427","$1,575,000",,,Green,Green,Amber,"The project scope and budget is on track. Scheduling issues are now resolved, and the project will return to Green next quarter."
Q1 22-23,Fire Rescue Victoria,FRV,3364,Fire Station Switches,Emergencies and Safety,Assets/Materials Management,Replacement of all end of life (EOL) fire station switches supporting the FRV network to ensure a safe secure and reliable ICT environment,Delivery,Risk Reduction (Non Financial),,FRV Project Management Framework (PMF),01-07-20,05-10-20,,05-10-20,$0,,14-02-22,,30-06-23,,"$1,575,000",,,,Green,Green,Amber,The project is tracking well against scope and budget. Scheduling issues are now resolved and the project will return to Green next quarter.
Q1 22-23,Fire Rescue Victoria,FRV,3365,ICS Equipment Refresh - ICT Infrastructure Equipment at End of Life,Emergencies and Safety,Assets/Materials Management,Procure ICT infrastructure equipment to replace existing assets that have reached end of life to ensure ongoing reliability of FRV's ICT infrastructure.,Delivery,Risk Reduction (Non Financial),,FRV Project Management Framework (PMF),01-09-20,30-11-20,,30-11-20,$0,,14-02-22,,30-06-24,,"$2,100,000","$1,675,000",,,Green,Green,Amber,"The project is tracking well against scope.  A reduction to the planned delivery cost as shown in the revised delivery cost. Scheduling issues are now resolved, and the project will return to Green next quarter."
Q1 22-23,Country Fire Authority,CFA,3369,CFA Radio Replacement Program,Emergencies and Safety,Communication,CFA�s current Tait 9100 series radios are no longer manufactured and are approaching the end of their practical life for operational purposes. These will be replaced across Victoria and will introduce a technology refresh with enhanced functionality.,Delivery,"Cost Avoidance (Financial), Risk Reduction (Non Financial)",,Project Management Excellence,01-07-21,31-03-22,31-03-22,31-03-22,"$235,465","$235,465",01-04-22,,30-06-24,31-12-24,"$138,595,535","$138,595,535",,,,Green,Green,"Change to Planned Delivery Cost is due to previous data entry error.
Due to global supply issues, delivery end date is revised to 31/12/24"
Q1 22-23,Department of Transport,DOT,3370,DoT Integration: O365 Tenancy Consolidation,Transport and Vehicles,Collaboration,Objective of the office 365 Tenancy Consolidation project is to deliver a single Microsoft Office instance across DoT to allow for cross entity collaboration.,Delivery,"Customer Satisfaction (Non Financial), Efficiency/Productivity (Non Financial)",,Hybrid - PRINCE2 and Agile (incl PRINCE2 Agile method),10-01-22,28-04-22,29-07-22,29-07-22,$0,,29-07-22,,31-01-23,,"$7,750,000",,,,,,Amber,The overall status is amber due to schedule issues. Pilot 3 has been launched and this has validated technical fixes to several issues identified from Pilots 1 & 2. Pilot 3 will completed the migration of Investment and Technology staff and validate final technical fixes and communications ahead of the initial production move.
Q1 22-23,"Department of Families, Fairness and Housing",DFFH,3371,Fairer Victoria Grants Management Platform,Community Services,Systems Management,"Develop new Grants Management System to provide end-to-end grants and contract management capability, to take grants management forward in line with best practices and to mitigate the operational risk of the current unsupported legacy system.",Closed - Completed,"Efficiency/Productivity (Non Financial), Risk Reduction (Non Financial)",30-09-22,Hybrid - PRINCE2 and Agile (incl PRINCE2 Agile method),26-03-21,21-10-21,,21-10-21,$0,,25-10-21,,06-10-22,,"$1,126,000","$1,355,972",,,Green,Green,Green,Project has successfully delivered and closeout activities are underway.
Q1 22-23,Department of Health,DH,3373,Meeting Room Technology Upgrade,Community Services,"Collaboration  ,Communication","This project will seek to equip meeting rooms with Microsoft Teams enabled technology and devices to ensure streamlined meetings for staff working in the office, remotely and from hub locations.",Delivery,"Compliance (Non Financial), Efficiency/Productivity (Non Financial), Workforce Satisfaction (Non Financial)",,PRINCE2,25-06-21,30-11-21,,15-12-21,$0,,01-03-22,,30-06-23,,"$6,000,000",,,,Green,Green,Green,Project is progressing to schedule and cost.
Q1 22-23,Department of Premier and Cabinet,DPC,3374,API Marketplace,Business and Industry,"Knowledge Management ,Collaboration  ,Knowledge Discovery",A connected data sharing platform to help create jobs and grow the Victorian tech economy,Delivery,Reputation (Non Financial),,Agile,01-09-19,01-02-21,07-12-20,07-12-20,"$200,000",,01-02-21,,30-12-22,,"$915,000",,,,Green,Green,Green,We have cleaned the backlog and organised documentation so when we are prepared to start scaling up we can hit the ground running.  There is an operational pause while we review the broader internal API landscape and ensure that is fully operational before proceeding with discovery layers.
Q1 22-23,"Department of Families, Fairness and Housing",DFFH,3375,Tenant Relocation System,Community Services,Systems Management,"Deliver an online, centrally managed and operated Tenancy Relocation Support system for Homes Victoria and Community Services Operations Division that will enable more timely and accurate reporting of tenant relocation information.",Closed - Completed,"Efficiency/Productivity (Non Financial), Increased Quality (Non Financial)",30-09-22,Hybrid - PRINCE2 and Agile (incl PRINCE2 Agile method),08-10-21,21-01-22,,21-01-22,$0,,21-01-22,,30-06-22,30-09-22,"$1,433,431",,,,Green,Green,Green,Project has successfully delivered and closeout activities are underway.
Q1 22-23,"Department of Families, Fairness and Housing",DFFH,3376,New Housing Integrated Information Program (HiiP) Non-Production Environments Phases 2 and 3,Community Services,Systems Management,The project will extend specialist IT environments capability to allow for more extensive testing of the Homes Victoria ICT projects to ensure the implemented solutions are fit for purpose.,Closed - Completed,"Efficiency/Productivity (Non Financial), Risk Reduction (Non Financial)",30-09-22,Hybrid - PRINCE2 and Agile (incl PRINCE2 Agile method),08-01-21,18-03-21,,19-03-21,$0,,21-07-21,,30-06-22,30-09-22,"$1,005,892","$1,006,000",,,Amber,Green,Green,Project has successfully delivered and closeout activities are underway.
Q1 22-23,Department of Premier and Cabinet,DPC,3377,Digital Victoria Marketplace,Government and Economy,"Collaboration  ,Data Management,Records Management","The Marketplace is an initiative by Digital Victoria to provide a simplier, and easier way for Government and Industry to interact through the eServices register and various other SPC's.",Delivery,Customer Satisfaction (Non Financial),,TBC,01-10-21,13-10-21,,13-10-21,$0,"$7,708",01-02-22,,30-06-27,,"$16,790,000",,,,Green,Green,Green,Project is tracking according to the approved plan.
Q1 22-23,Monash Health,Monash H,3378,Alfred Health / Monash Health - Shared Laboratory Information System,Health,Records Management,Delivery of a Shared Pathology Information System supporting the Department of Health Pathology sector reform initiative to consolidate pathology systems and services.,Initiated,,,Hybrid - PRINCE2 and Agile (incl PRINCE2 Agile method),05-10-21,31-08-22,09-12-22,,"$2,000,000","$3,700,000",,,,,,,,,,,,The Alfred/Monash Shared LIS Project Implementation Planning Study (IPS) final report has been delivered. The report highlighted additional detailed analysis required to better inform the Domain Strategy and future state architecture. These discovery activities have changed the estimated initiation end date to 9/12/22.
Q1 22-23,"Department of Environment, Land, Water and Planning",DELWP,3379,AppLift Project (Sycle Replacement),Government and Economy,"Reporting ,Tracking and Workflow,Visualisation ,Business Intelligence,Organisational Management","The AppLift project will deliver a Strategic Planning, Project Portfolio Management and Performance Reporting Solution that will replace Sycle and enable enriched and efficient reporting.",Initiated,,,Hybrid - PRINCE2 and Agile (incl PRINCE2 Agile method),02-05-22,24-10-22,17-11-22,,"$205,000",,,,,,,,,,,,,"Activities to procure a new solution are progressing with the final stage of evaluation underway. The Project governance structure has been set up,  A project plan has been approved, and stakeholder engagement activities have begun."
Q1 22-23,"Department of Environment, Land, Water and Planning",DELWP,3380,BriefUp Project (Ministerial Briefing System - MiBS Replacement),Government and Economy,"Document Management ,Management of Process ,Records Management ,Reporting ,Tracking and Workflow","The BriefUp project will deliver a single, digital document tracking system to manage all departmental briefings, correspondence, parliamentary business and cabinet documents, so the department can provide timely and quality information and advice.",Delivery,"Cost Reduction (Financial), Efficiency/Productivity (Non Financial)",,Hybrid - PRINCE2 and Agile (incl PRINCE2 Agile method),01-02-22,21-06-22,,21-06-22,"$150,000","$258,000",15-08-22,,23-05-23,,"$1,208,214",,,,,,Green,"The project is tracking well against the scope, budget and schedule."
Q1 22-23,Major Transport Infrastructure Authority,MTIA,3383,Business Reporting and NELP Data Warehouse,Transport and Vehicles,Business Intelligence,"The Business Reporting and NELP Data Warehouse project aims to deliver a set of automated reports for key functional areas; Procurement, Integrity and Finance and establish a Data Warehouse for the North East Link Project",Delivery,"Cost Reduction (Financial), Efficiency/Productivity (Non Financial)",,Hybrid - PRINCE2 and Agile (incl PRINCE2 Agile method),30-05-22,08-07-22,,08-07-22,$0,,11-07-22,,03-02-23,,"$1,777,411",,,,,,Green,The project is on track to deliver as per the agreed business case
Q1 22-23,Fire Rescue Victoria,FRV,3385,Emergency Response and Community Safety,Emergencies and Safety,Systems Management,"Seeking to implement business capability uplift through an integrated end-to-end incident, case and community channels solution.",Initiated,,,FRV Project Management Framework (PMF),01-05-22,30-06-23,,,"$400,000","$650,000",,,,,,,,,,,,"The project is tracking well against scope, budget and schedule."
Q1 22-23,Fire Rescue Victoria,FRV,3386,Integrated Logistics Management Platform and Finance ERP,Emergencies and Safety,Assets/Materials Management,"Implementation of an end-to-end logistics platform to enable effective governance, oversight and management of operational assets.",Initiated,,,FRV Project Management Framework (PMF),01-05-22,30-06-23,,,"$350,000",,,,,,,,,,,,,"The project is tracking well against scope, budget and schedule."
Q1 22-23,Department of Premier and Cabinet,DPC,3387,Target Architecture Blueprint for the Victorian Government,Government and Economy,Organisational Management,The project will develop an IT architecture blueprint that defines the target state to enable a digital-ready public sector.,Closed - Completed,Efficiency/Productivity (Non Financial),31-07-22,Agile,01-12-21,14-12-21,,14-12-21,$0,,31-01-22,,31-07-22,,"$1,000,000",,,,,Green,Green,The project is tracking to approved plan.
Q1 22-23,Department of Justice and Community Safety,DJCS,3389,Prison Industries Enhancement Phase 3 Project (PIE3),Law and Justice,Management of Process,PIE3 will continue to be a key support of Prison Industries� strategy to transition operations to standard systems.,Delivery,"Cost Reduction (Financial), Increased Revenue (Financial), Social Improvement (Non Financial)",,Project Management Excellence,26-10-21,05-03-22,,05-03-22,$0,,05-09-22,25-04-22,30-06-24,,"$1,959,548",,,,,Green,Green,"Overall the project is on track against schedule, scope and budget. Project is in delivery, targeting go-live at the first of 11 locations in late 2022."
Q1 22-23,Department of Premier and Cabinet,DPC,3390,WOVG Common Corporate Platforms,Government and Economy,Human Capital / Workforce Management,"Implementation of a whole of government cloud based single instance to modernise Human Resources, Finance and Procurement platforms to deliver consistent corporate services across the Victorian Public Service to improve process efficiency.",Delivery,"Cost Reduction (Financial), Efficiency/Productivity (Non Financial), Workforce Satisfaction (Non Financial)",,Hybrid - PRINCE2 and Agile (incl PRINCE2 Agile method),28-08-19,29-09-20,,29-09-20,"$808,026",,30-09-20,,30-09-26,,"$111,630,410","$143,000,000",,,,Amber,Amber,A review of the program ambition is underway to reflect changes in the technology landscape. Some delays to program milestones have been experienced due to stakeholder and resource availability. A 'Return to 'Green' plan is in place and being actioned.
Q1 22-23,Department of Education and Training,DET,3391,ARC Learning (FUSE Replacement),Education,Development and Integration,"A repository of high-quality, curriculum-aligned learning resources and objects for classroom use and on-demand professional learning content.",Delivery,"Cost Reduction (Financial), Efficiency/Productivity (Non Financial), Increased Quality (Non Financial)",,Hybrid - PRINCE2 and Agile (incl PRINCE2 Agile method),01-04-22,30-06-22,,30-06-22,"$235,628",,01-07-22,,30-06-23,,"$1,667,084",,,,,,Green,"The initial project scope has been approved by the board.  As a result, the project schedule and budget has been baselined.  
The project delivery is on track to complete on schedule and budget."
